Description,p_y101_y1015,q_y101_y1015,p_y101_y102,q_y101_y102,p_y101_y201,q_y101_y201,p_y101_y202,q_y101_y202,p_y102_y201,q_y102_y201,p_y102_y202,q_y102_y202,p_y201_y202,q_y201_y202,>1pep
"Putative coiled-coil-helix-coiled-coil-helix domain-containing protein CHCHD2P9, mitochondrial OS=Homo sapiens GN=CHCHD2P9 PE=5 SV=1",0.92786373,0.586093531,0.59006429,0.501721779,0.629937842,0.668548072,0.55027602,0.678840974,0.881002142,0.496564274,0.943125015,1,0.846634348,0.65304739,
60S ribosomal protein L7a OS=Bos taurus GN=RPL7A PE=2 SV=3,0.509660327,0.41098244,0.496234673,0.48017458,0.18111024,0.608824883,0.35809708,0.601412577,0.212912022,0.279213758,0.409827018,1,0.809123834,0.644501856,
Cathelicidin-1 OS=Bos taurus GN=CATHL1 PE=1 SV=2,0.27437568,0.284573834,0.326391086,0.421394244,0.374124392,0.608824883,0.504412348,0.657659658,0.197545438,0.271376455,0.514958851,1,0.26892643,0.416634879,
Complement C1r subcomponent-like protein OS=Homo sapiens GN=C1RL PE=1 SV=2,0.042477062,0.105409613,0.135568988,0.331434248,0.096894389,0.608824883,0.123304558,0.44115783,0.138516258,0.243378738,0.361778283,1,0.200166939,0.380733793,
Phosphatidate phosphatase LPIN3 OS=Homo sapiens GN=LPIN3 PE=1 SV=3,0.290264876,0.292497371,0.025636166,0.234394351,0.306828492,0.608824883,0.296320066,0.564931929,0.005116709,0.132200723,0.011290241,1,0.041487313,0.230857499,
Xin actin-binding repeat-containing protein 2 OS=Homo sapiens GN=XIRP2 PE=1 SV=2,0.263032535,0.27779759,0.080875443,0.290252089,0.128164525,0.608824883,0.684154513,0.740792504,0.297824392,0.311252134,0.351343154,1,0.419609272,0.474025301,
Putative sodium-coupled neutral amino acid transporter 10 OS=Homo sapiens GN=SLC38A10 PE=1 SV=2,0.766374267,0.526166155,0.457417124,0.465192528,0.425748215,0.614456869,0.212223664,0.517702994,0.966730399,0.519211678,0.045177949,1,0.035399104,0.228368515,
Histamine N-methyltransferase OS=Homo sapiens GN=HNMT PE=1 SV=1,0.026941269,0.081899706,0.854692361,0.579063671,0.996333421,0.777190621,0.927431821,0.815079264,0.858109402,0.488436324,0.92463138,1,0.931037379,0.681304722,
NudC domain-containing protein 1 OS=Homo sapiens GN=NUDCD1 PE=1 SV=2,0.953519579,0.593776178,0.472777448,0.470648753,0.373900966,0.608824883,0.97243121,0.820442581,0.116805873,0.232556846,0.501805726,1,0.373900966,0.452141063,
Matrix metalloproteinase-9 OS=Bos taurus GN=MMP9 PE=2 SV=1,0.370941908,0.336444319,0.18971889,0.363142241,0.494227073,0.636245034,0.168485147,0.484715232,0.264020863,0.296381355,0.969213431,1,0.236543082,0.40480677,
Ubiquitin-like modifier-activating enzyme 7 OS=Homo sapiens GN=UBA7 PE=1 SV=2,0.897686256,0.575942247,0.434360877,0.456044141,0.443587191,0.622806778,0.418123496,0.623463064,0.136756611,0.241004638,0.965708083,1,0.135384946,0.321677188,
Small nuclear ribonucleoprotein F OS=Bos taurus GN=SNRPF PE=3 SV=2,0.258069622,0.276345977,0.185363882,0.360269559,0.543879341,0.640674953,0.120726463,0.43563624,0.526544289,0.379892812,0.181628944,1,0.337762244,0.447737485,
Medium-wave-sensitive opsin 2 OS=Homo sapiens GN=OPN1MW2 PE=3 SV=1,0.340397715,0.320007513,0.315312197,0.414316614,0.373900966,0.608824883,0.012367603,0.179537773,0.116833656,0.232556846,0.204106372,1,8.73E-05,0.025054996,
Cytoskeleton-associated protein 4 OS=Homo sapiens GN=CKAP4 PE=1 SV=2,0.019864834,0.07109221,0.546615336,0.490724365,0.295635022,0.608824883,0.619830004,0.709785275,0.261193359,0.296290088,0.448675526,1,0.362832064,0.452141063,
STE20/SPS1-related proline-alanine-rich protein kinase OS=Homo sapiens GN=STK39 PE=1 SV=3,0.204823276,0.241753889,0.825359368,0.572039209,0.405409987,0.61323726,0.265497217,0.551500564,0.378744396,0.334330084,0.549628258,1,0.240912437,0.405193911,
Mitochondrial import inner membrane translocase subunit Tim8 B OS=Bos taurus GN=TIMM8B PE=3 SV=1,0.690955736,0.498068707,0.586214408,0.500089562,0.426098065,0.614456869,0.444766366,0.632633166,0.828451286,0.481081207,0.848611572,1,0.979724235,0.694344628,
Ribosome maturation protein SBDS OS=Bos taurus GN=SBDS PE=2 SV=1,0.87683345,0.569431431,0.974052184,0.609909904,0.992433191,0.776795211,0.387822087,0.609393565,0.966736309,0.519211678,0.420014451,1,0.38669956,0.455337215,
TANK-binding kinase 1-binding protein 1 OS=Homo sapiens GN=TBKBP1 PE=1 SV=1,1,0.603998173,0.121735562,0.325080529,1,0.778521227,0.373900966,0.605416816,0.121735562,0.233194644,0.52182312,1,0.373900966,0.452141063,
Endoglin OS=Homo sapiens GN=ENG PE=1 SV=2,0.857978899,0.564322463,0.707980762,0.53854453,0.127869244,0.608824883,0.424725917,0.625693546,0.116543775,0.232556846,0.581343073,1,0.373900966,0.452141063,
Microtubule cross-linking factor 1 OS=Homo sapiens GN=MTCL1 PE=1 SV=5,0.150354672,0.206801686,0.339107469,0.427446703,0.101261529,0.608824883,0.700725358,0.748980514,0.502277269,0.371927722,0.736604796,1,0.373951967,0.452141063,
BRISC and BRCA1-A complex member 1 OS=Homo sapiens GN=BABAM1 PE=1 SV=1,0.06630103,0.131469349,0.098339925,0.310685462,0.090196548,0.608824883,0.71199268,0.755278297,0.065845138,0.21610136,0.237717453,1,0.11084496,0.304456565,
MIF4G domain-containing protein OS=Homo sapiens GN=MIF4GD PE=1 SV=1,0.050165975,0.112249976,0.066544996,0.279768414,0.709620316,0.697968115,0.08472944,0.403810892,0.089267945,0.230303107,0.126075807,1,0.118612745,0.305502896,
Vacuolar protein sorting-associated protein 26B OS=Homo sapiens GN=VPS26B PE=1 SV=2,0.31487581,0.307592128,0.331445992,0.423522591,0.628414323,0.668548072,0.832899951,0.788125306,0.507603875,0.374697442,0.127213733,1,0.655296179,0.577429013,
Leucine-rich repeat-containing protein 17 OS=Homo sapiens GN=LRRC17 PE=2 SV=1,0.396742807,0.346865519,0.451366273,0.464323731,0.366077007,0.608824883,0.393611968,0.611458964,0.048134894,0.202796792,0.566914401,1,0.039494175,0.230857499,
Secretory carrier-associated membrane protein 3 OS=Homo sapiens GN=SCAMP3 PE=1 SV=3,0.163614524,0.215914955,0.911186808,0.593431271,0.29047362,0.608824883,0.22603406,0.520333851,0.390897725,0.338160614,0.310996359,1,0.209496483,0.386512437,
"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase OS=Homo sapiens GN=GCNT1 PE=1 SV=2",0.019877434,0.07109221,0.127676363,0.327103692,0.176835415,0.608824883,0.078860293,0.397750749,0.363332262,0.331514818,0.144494642,1,0.564879172,0.540028072,
"Cytochrome c oxidase subunit 5A, mitochondrial OS=Bos taurus GN=COX5A PE=1 SV=2",0.07173056,0.138387149,0.170243239,0.355076474,0.094221436,0.608824883,0.246357979,0.532637312,0.047293287,0.202796792,0.492367551,1,0.05320302,0.247302614,
Protein Niban OS=Homo sapiens GN=FAM129A PE=1 SV=1,0.242547317,0.26747273,0.88167116,0.585134273,0.42059718,0.614456869,0.483481736,0.646553306,0.481096252,0.368411253,0.55210576,1,0.935619067,0.681304722,
Pseudouridine-5'-phosphatase OS=Homo sapiens GN=PUDP PE=1 SV=3,0.332320394,0.316927754,0.373900966,0.436158625,0.977922558,0.776560139,0.944761908,0.820101166,0.373900966,0.33272913,0.373900966,1,0.966704148,0.691077549,
26S proteasome non-ATPase regulatory subunit 11 OS=Bos taurus GN=PSMD11 PE=2 SV=3,0.707559788,0.503750519,0.474253398,0.471619517,0.25047564,0.608824883,0.170203479,0.487145968,0.193923948,0.27087815,0.587729519,1,0.11498632,0.304456565,
Nucleolin OS=Homo sapiens GN=NCL PE=1 SV=3,0.092579115,0.161727699,0.216575529,0.377003198,3.95E-05,0.015668274,3.95E-05,0.019245147,0.373900966,0.33272913,0.373900966,1,1,0.695723174,
Putative golgin subfamily A member 6-like protein 19 OS=Homo sapiens GN=GOLGA6L19 PE=5 SV=1,0.543318246,0.427674394,0.011535335,0.16805672,0.389454913,0.608824883,0.004716792,0.130177719,0.149083851,0.247455003,0.365047582,1,0.125062603,0.308353662,
Ubiquitin domain-containing protein UBFD1 OS=Homo sapiens GN=UBFD1 PE=1 SV=2,0.608357402,0.461676739,0.411333744,0.448344549,0.185653852,0.608824883,0.773614566,0.769932377,0.698157446,0.433796204,0.506914465,1,0.248029004,0.409962849,
Arf-GAP domain and FG repeat-containing protein 1 OS=Bos taurus GN=AGFG1 PE=2 SV=1,0.920867561,0.58417922,0.50986539,0.482747644,0.116910975,0.608824883,0.325064852,0.579864235,0.373900966,0.33272913,0.795339347,1,0.373900966,0.452141063,
SUMO-activating enzyme subunit 2 OS=Homo sapiens GN=UBA2 PE=1 SV=2,0.770043194,0.527900715,0.216561395,0.377003198,0.769123551,0.716287636,0.267631692,0.552300816,0.331375474,0.321468601,0.17719625,1,0.342267827,0.448129395,
Gasdermin-E OS=Homo sapiens GN=GSDME PE=1 SV=2,0.395259449,0.346865519,0.063094817,0.278814211,0.373900966,0.608824883,0.996889797,0.825463997,3.83E-06,0.003087787,0.061726465,1,0.373900966,0.452141063,
Synaptosomal-associated protein 29 OS=Homo sapiens GN=SNAP29 PE=1 SV=1,0.511765723,0.411244791,0.941226751,0.600943357,0.583632758,0.655737979,0.791714077,0.77572005,0.071227141,0.219530624,0.60255115,1,0.740950736,0.614738733,
Selenium-binding protein 1 OS=Homo sapiens GN=SELENBP1 PE=1 SV=2,0.937908105,0.588833371,0.945369582,0.602363278,0.643777969,0.673826919,0.600614636,0.704447867,0.680154701,0.4295546,0.635772749,1,0.966204706,0.691077549,
Glutamine--tRNA ligase OS=Homo sapiens GN=QARS PE=1 SV=1,0.235861392,0.263216249,0.233867793,0.385714181,0.351342748,0.608824883,0.243334115,0.529864196,0.21972739,0.281951932,0.56577661,1,0.254597109,0.416294218,
40S ribosomal protein S25 OS=Bos taurus GN=RPS25 PE=2 SV=1,0.913282708,0.581253624,0.249677551,0.391065772,0.321804771,0.608824883,0.162522593,0.479223471,0.865837156,0.490809175,0.391678691,1,0.449751133,0.487679375,
Transcription elongation factor A protein-like 3 OS=Homo sapiens GN=TCEAL3 PE=1 SV=1,0.08676498,0.154194252,0.263915516,0.398855244,0.160977075,0.608824883,0.287106272,0.558140763,0.686542576,0.431758443,0.898064539,1,0.589542605,0.549993367,
Peroxisomal biogenesis factor 19 OS=Homo sapiens GN=PEX19 PE=1 SV=1,0.213472996,0.248143483,0.371393015,0.436158625,0.436427839,0.619209355,0.996410228,0.825463997,0.511070396,0.375339746,0.365374987,1,0.430115016,0.477412623,
ICOS ligand OS=Homo sapiens GN=ICOSLG PE=1 SV=2,0.874428207,0.569431431,0.163866267,0.353402243,0.683723274,0.690176623,0.296776372,0.564931929,0.543934559,0.385038411,0.47752326,1,0.727768496,0.611426893,
"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9 OS=Homo sapiens GN=B3GNT9 PE=2 SV=1",0.414121594,0.356235553,0.117701483,0.323161126,0.386294767,0.608824883,0.117701483,0.435178604,0.373900966,0.33272913,1,1,0.373900966,0.452141063,
Cytochrome c-type heme lyase OS=Homo sapiens GN=HCCS PE=1 SV=1,0.007958315,0.054076585,8.54E-08,8.04E-05,0.508224433,0.636245034,8.54E-08,0.000107877,0.116410419,0.232556846,1,1,0.116410419,0.304456565,
Density-regulated protein OS=Bos taurus GN=DENR PE=2 SV=1,0.008910333,0.054434927,0.467687375,0.470053567,0.091972818,0.608824883,0.521667796,0.667523318,0.689269647,0.431758443,0.588474752,1,0.60379772,0.555983029,
Ubiquitin-associated protein 2-like OS=Homo sapiens GN=UBAP2L PE=1 SV=2,0.146885614,0.204436835,0.282885943,0.402745676,0.988333328,0.776795211,0.532400828,0.673152715,0.048578116,0.202796792,0.299950548,1,0.507884748,0.521998372,
Calpain small subunit 1 OS=Homo sapiens GN=CAPNS1 PE=1 SV=1,0.373900966,0.336444319,1,0.615516737,0.126916236,0.608824883,0.164860258,0.481971984,0.126916236,0.23657607,0.164860258,1,0.998827402,0.695723174,
Immunoglobulin-binding protein 1 OS=Homo sapiens GN=IGBP1 PE=1 SV=1,0.222071634,0.2538163,0.484272363,0.477723171,0.286021191,0.608824883,0.273388296,0.554710672,0.679083951,0.429550587,0.806707879,1,0.822733395,0.649194866,
Uncharacterized protein C15orf52 OS=Homo sapiens GN=C15orf52 PE=1 SV=1,0.206468087,0.243368255,0.060915375,0.276995436,0.198355678,0.608824883,0.233047252,0.522787455,0.934632468,0.510482975,0.633505726,1,0.767716121,0.625421271,
Zinc finger and BTB domain-containing protein 16 OS=Homo sapiens GN=ZBTB16 PE=1 SV=2,1,0.603998173,1,0.615516737,0.373900966,0.608824883,1,0.825463997,0.373900966,0.33272913,1,1,0.373900966,0.452141063,
Serine dehydratase-like OS=Homo sapiens GN=SDSL PE=1 SV=1,0.192843794,0.236330482,0.962734405,0.607671637,0.937613609,0.768106403,0.967741598,0.820442581,0.900873125,0.500770272,0.930674746,1,0.969746206,0.69232234,
LEM domain-containing protein 2 OS=Homo sapiens GN=LEMD2 PE=1 SV=1,0.309294088,0.305694105,0.556029525,0.492601677,0.33558871,0.608824883,0.936102405,0.818172882,0.775358004,0.463037932,0.521201213,1,0.318583126,0.439098094,
Barrier-to-autointegration factor OS=Bos taurus GN=BANF1 PE=3 SV=1,0.484464717,0.397957493,0.53968855,0.488426115,0.971889129,0.776013627,0.183482464,0.496191616,0.5729819,0.395095306,0.447252444,1,0.207567943,0.386271044,
TBC1 domain family member 10B OS=Homo sapiens GN=TBC1D10B PE=1 SV=3,0.162440578,0.215817743,0.6719327,0.530030815,0.314218509,0.608824883,0.364327107,0.605416816,0.574758794,0.395484199,0.298193924,1,0.132570844,0.317041485,
DnaJ homolog subfamily C member 10 OS=Homo sapiens GN=DNAJC10 PE=1 SV=2,0.885706265,0.573176749,0.777329736,0.557570362,0.235322021,0.608824883,0.734495258,0.760359074,0.213532611,0.279213758,0.581692594,1,0.287086212,0.423668947,
Protein TFG OS=Homo sapiens GN=TFG PE=1 SV=2,0.157059041,0.211499925,0.767605239,0.555211232,0.310960056,0.608824883,0.922509357,0.814749888,0.26720447,0.297516863,0.831634615,1,0.505928802,0.521998372,
Sorting nexin-6 OS=Homo sapiens GN=SNX6 PE=1 SV=1,0.343597164,0.321380618,0.304712284,0.407613539,0.245373098,0.608824883,0.206836183,0.517702994,0.16999111,0.259889246,0.085466479,1,0.335541069,0.446989754,
Zinc finger homeobox protein 3 OS=Homo sapiens GN=ZFHX3 PE=1 SV=2,0.63335162,0.473919942,0.562440346,0.49274886,0.690485894,0.692250112,0.116613037,0.435178604,0.900588038,0.500770272,0.373900966,1,0.373900966,0.452141063,
Vesicle-associated membrane protein-associated protein A OS=Bos taurus GN=VAPA PE=2 SV=1,0.409187463,0.354725304,0.388229875,0.437961466,0.323512135,0.608824883,0.473018018,0.643226118,0.353046288,0.328968614,0.509702051,1,0.880021524,0.664829377,
Signal-regulatory protein beta-1 isoform 3 OS=Homo sapiens GN=SIRPB1 PE=1 SV=1,0.149094841,0.206181556,0.298205037,0.405616752,0.615525695,0.665787503,0.239588398,0.527161225,0.398915773,0.339446971,0.937502531,1,0.332181305,0.443654372,
Far upstream element-binding protein 1 OS=Homo sapiens GN=FUBP1 PE=1 SV=3,0.336684383,0.318771891,0.816015454,0.568398586,0.147452001,0.608824883,0.607334235,0.706968053,0.180690987,0.264629933,0.569917954,1,0.3148361,0.438492621,
Protein Wnt-5b OS=Homo sapiens GN=WNT5B PE=2 SV=2,0.417268654,0.356706117,0.041509921,0.246646372,0.105383537,0.608824883,0.060265667,0.360079942,0.191107413,0.268257092,0.324882206,1,0.339187802,0.448129395,
Corticosteroid-binding globulin OS=Bos taurus GN=SERPINA6 PE=3 SV=1,0.268210204,0.280381972,0.633725225,0.518509799,0.365863383,0.608824883,0.884000854,0.79975476,0.149761092,0.247455003,0.73584045,1,0.277398801,0.422254837,
Aminopeptidase N OS=Homo sapiens GN=ANPEP PE=1 SV=4,0.067203585,0.132428481,0.078283863,0.290252089,0.141252831,0.608824883,0.115345259,0.435178604,0.141774401,0.245031807,0.633582214,1,0.239502803,0.405003755,
Ubiquitin-protein ligase E3A OS=Homo sapiens GN=UBE3A PE=1 SV=4,0.259356508,0.277017257,0.269570498,0.399788164,0.56953419,0.6491804,0.305859241,0.569746255,0.113934602,0.232556846,0.65692538,1,0.124331342,0.308353662,
Outer dense fiber protein 3 OS=Bos taurus GN=ODF3 PE=2 SV=1,0.909250071,0.580427661,0.373900966,0.436158625,0.95324793,0.77052245,0.373900966,0.605416816,0.373900966,0.33272913,1,1,0.373900966,0.452141063,
Torsin-1B OS=Homo sapiens GN=TOR1B PE=1 SV=2,0.373900966,0.336444319,0.561518413,0.49274886,0.373900966,0.608824883,0.949818108,0.820442581,0.12916693,0.23758134,0.506320907,1,0.373900966,0.452141063,
Transforming growth factor beta-1-induced transcript 1 protein OS=Homo sapiens GN=TGFB1I1 PE=1 SV=2,0.772166912,0.528944676,0.515846448,0.482747644,0.445360174,0.622806778,0.523393803,0.668377546,0.144994342,0.246376324,0.99325739,1,0.150609116,0.335659888,
Sodium/potassium-transporting ATPase subunit alpha-1 OS=Bos taurus GN=ATP1A1 PE=2 SV=1,0.116276935,0.180898175,0.116276935,0.323161126,0.522309942,0.636245034,0.724422449,0.759355154,0.000523446,0.051331352,0.373900966,1,0.380949448,0.453064641,
Reversion-inducing cysteine-rich protein with Kazal motifs OS=Homo sapiens GN=RECK PE=1 SV=1,0.241534778,0.266993354,0.304227738,0.407613539,0.240545523,0.608824883,0.138638392,0.459326709,0.990380433,0.524171896,0.30594879,1,0.285534283,0.423668947,
Protein phosphatase 1F OS=Homo sapiens GN=PPM1F PE=1 SV=3,0.074131893,0.141130601,0.52161233,0.48400219,0.354390547,0.608824883,0.186445559,0.500640747,0.213597701,0.279213758,0.469910981,1,0.073293328,0.271838176,
Syncoilin OS=Homo sapiens GN=SYNC PE=1 SV=3,0.437154217,0.368324017,0.712733763,0.540862471,0.263123537,0.608824883,0.548136939,0.678840974,0.283334005,0.303700319,0.582414447,1,0.771741908,0.627567346,
L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase OS=Homo sapiens GN=AASDHPPT PE=1 SV=2,0.275383668,0.284660834,0.912236922,0.593704597,0.694049582,0.692522205,0.550344685,0.678840974,0.61286989,0.407315765,0.50002059,1,0.658709257,0.578368325,
Lysosomal alpha-mannosidase OS=Homo sapiens GN=MAN2B1 PE=1 SV=3,0.424833045,0.361839194,0.861313056,0.579795197,0.868276664,0.750376324,0.346316111,0.593055292,0.705352812,0.436921595,0.296667129,1,0.382215773,0.453064641,
Ribosyldihydronicotinamide dehydrogenase [quinone] OS=Homo sapiens GN=NQO2 PE=1 SV=5,0.065492861,0.130783226,0.951061653,0.602518914,0.278134009,0.608824883,0.434610823,0.626656693,0.307362641,0.314423936,0.477303156,1,0.189292418,0.37242467,
Protein SGT1 homolog OS=Homo sapiens GN=SUGT1 PE=1 SV=3,0.059230049,0.12383599,0.081001755,0.290252089,0.452561696,0.623814458,0.114033001,0.435178604,0.393927389,0.339414975,0.42105632,1,0.512337065,0.523711455,
Vacuolar protein sorting-associated protein 28 homolog OS=Homo sapiens GN=VPS28 PE=1 SV=1,0.048179798,0.11103187,0.247926124,0.390551576,0.335534161,0.608824883,0.520648208,0.666894338,0.26247119,0.296290088,0.426835418,1,0.857972791,0.657978873,
"Serine--tRNA ligase, cytoplasmic OS=Bos taurus GN=SARS PE=2 SV=3",0.945460997,0.591548255,0.239644239,0.390025156,0.548538237,0.640674953,0.632610321,0.713040037,0.093500898,0.230303107,0.140812085,1,0.931791868,0.681304722,
Cytoplasmic dynein 1 light intermediate chain 1 OS=Homo sapiens GN=DYNC1LI1 PE=1 SV=3,0.255351417,0.274389113,0.888629324,0.587840011,0.116163136,0.608824883,0.794101769,0.77603028,0.116491579,0.232556846,0.69433611,1,0.116176297,0.304456565,
Proteasome subunit beta type-5 OS=Homo sapiens GN=PSMB5 PE=1 SV=3,0.146075719,0.203914026,0.079241648,0.290252089,0.568601378,0.6491804,0.106356683,0.434706239,0.185811297,0.265435103,0.993622234,1,0.234373403,0.403689777,
ADP-ribosylation factor 4 OS=Homo sapiens GN=ARF4 PE=1 SV=3,0.283603218,0.289389146,0.920975656,0.595278087,0.072297474,0.608824883,0.801064036,0.77603028,0.076519884,0.22549375,0.950233193,1,0.075992203,0.273278348,
Receptor-type tyrosine-protein phosphatase delta OS=Homo sapiens GN=PTPRD PE=1 SV=2,0.327828658,0.314919026,0.106150836,0.318385654,0.620023166,0.666545875,0.821422537,0.784144927,0.240362247,0.287255495,0.365685752,1,0.861706648,0.658470355,
Epsin-1 OS=Homo sapiens GN=EPN1 PE=1 SV=2,0.781325153,0.532082546,0.526326121,0.484219064,0.989143526,0.776795211,0.908159943,0.810180476,0.517963302,0.37936645,0.579681631,1,0.896869841,0.670292964,
SAP domain-containing ribonucleoprotein OS=Homo sapiens GN=SARNP PE=1 SV=3,0.310148544,0.305884318,0.376236471,0.436158625,0.925864764,0.76461931,0.216163162,0.517702994,0.388016151,0.337476356,0.757206536,1,0.315282384,0.438492621,
C-Jun-amino-terminal kinase-interacting protein 4 OS=Homo sapiens GN=SPAG9 PE=1 SV=4,0.890345045,0.574569256,0.514156242,0.482747644,0.842170198,0.74638429,0.91729632,0.812418291,0.385100941,0.335302175,0.422454971,1,0.860668729,0.658470355,
EGF domain-specific O-linked N-acetylglucosamine transferase OS=Bos taurus GN=EOGT PE=2 SV=1,0.044015453,0.107323053,0.643743992,0.52193337,0.550126664,0.640801395,0.211273971,0.517702994,0.493276789,0.371294157,0.463053368,1,0.380416201,0.453064641,
Protein HID1 OS=Homo sapiens GN=HID1 PE=1 SV=1,0.117468946,0.180925124,0.282897276,0.402745676,0.569475933,0.6491804,0.195223084,0.508470648,0.117209169,0.232556846,0.334506773,1,0.087859668,0.280922559,
Protein GPR108 OS=Bos taurus GN=GPR108 PE=2 SV=1,0.656045405,0.481160988,0.544700805,0.489472201,0.652334938,0.679564655,0.834685552,0.788125306,0.832061955,0.481798982,0.628633458,1,0.768515253,0.625421271,
Synaptic vesicular amine transporter OS=Homo sapiens GN=SLC18A2 PE=1 SV=2,0.987964647,0.60343366,0.408630888,0.447991037,0.848258951,0.748284263,0.945265301,0.820101166,0.571062146,0.394622691,0.459780382,1,0.900255609,0.671536717,
Protocadherin beta-16 OS=Homo sapiens GN=PCDHB16 PE=1 SV=3,0.526143751,0.418792845,0.479084035,0.474419443,0.322261558,0.608824883,0.681439446,0.740397057,0.247233748,0.290464151,0.393157078,1,0.43130412,0.477736165,
Proteasome subunit beta type-4 OS=Bos taurus GN=PSMB4 PE=1 SV=1,0.115974277,0.180731577,0.030527293,0.240633722,0.452884159,0.623814458,0.301881925,0.566044424,0.291386116,0.309404872,0.665955683,1,0.265168003,0.416634879,
Angiopoietin-related protein 2 OS=Homo sapiens GN=ANGPTL2 PE=1 SV=1,0.009760305,0.055177748,0.077874711,0.290252089,0.374189384,0.608824883,0.210719626,0.517702994,0.23680025,0.28697856,0.700126165,1,0.336786717,0.447000991,
Layilin OS=Homo sapiens GN=LAYN PE=2 SV=1,0.003950644,0.041289334,0.106509115,0.318385654,2.84E-05,0.015668274,0.001853564,0.096535687,0.000181888,0.029361388,0.150556402,1,3.68E-07,0.000392198,
Dymeclin OS=Homo sapiens GN=DYM PE=1 SV=1,0.241361814,0.266993354,0.909462486,0.592718168,0.986782213,0.776795211,0.711706108,0.755278297,0.912309082,0.503658479,0.7917176,1,0.718640518,0.606630879,
Tetratricopeptide repeat protein 1 OS=Homo sapiens GN=TTC1 PE=1 SV=1,0.049901797,0.112249976,0.412537287,0.448348283,0.06608918,0.608824883,0.457396853,0.637609151,0.05991129,0.212304618,0.77983567,1,0.061771619,0.262567744,
Protein very KIND OS=Homo sapiens GN=KNDC1 PE=2 SV=2,0.557465807,0.435104512,0.917410816,0.594855076,0.526270509,0.636245034,0.513868636,0.664950644,0.473860293,0.365645437,0.462276794,1,0.988483661,0.695723174,
Reticulon-1 OS=Homo sapiens GN=RTN1 PE=1 SV=1,0.401873459,0.349840861,0.069200568,0.287088038,0.108410077,0.608824883,0.104790953,0.434504099,0.035142919,0.200708451,0.401081432,1,0.040691947,0.230857499,
Sortilin OS=Homo sapiens GN=SORT1 PE=1 SV=3,0.000484935,0.019822028,0.681764953,0.530616314,0.586397343,0.655737979,0.280999163,0.555770321,0.936799354,0.510888811,0.511530023,1,0.427604718,0.476156833,
Emerin OS=Homo sapiens GN=EMD PE=1 SV=1,0.242315804,0.26747273,0.746564481,0.549982689,0.10051703,0.608824883,0.921223254,0.814488396,0.06778252,0.21755022,0.609377706,1,0.102002392,0.301008172,
Plexin-B2 OS=Homo sapiens GN=PLXNB2 PE=1 SV=3,0.338335544,0.318841288,0.684644816,0.531333313,0.104326146,0.608824883,0.253295713,0.541085286,0.146637033,0.247086874,0.854004052,1,0.062426578,0.262567744,
Hepatocyte growth factor OS=Homo sapiens GN=HGF PE=1 SV=2,0.251865083,0.272322785,0.084528994,0.292572804,0.073317777,0.608824883,0.275543941,0.554710672,0.012286031,0.157402841,0.427821385,1,0.142815694,0.329049973,
Exportin-1 OS=Homo sapiens GN=XPO1 PE=1 SV=1,0.465260674,0.386303139,0.214336637,0.375184971,0.69095339,0.692250112,0.036445948,0.287686075,0.043014577,0.202796792,0.127239181,1,0.001781191,0.068713828,
"NAD-dependent malic enzyme, mitochondrial OS=Homo sapiens GN=ME2 PE=1 SV=1",0.996112007,0.603998173,0.842615296,0.575435127,0.505780214,0.636245034,0.569576461,0.68969534,0.467045206,0.363340191,0.529713102,1,0.944330379,0.68334369,
"40S ribosomal protein S4, Y isoform 2 OS=Homo sapiens GN=RPS4Y2 PE=2 SV=3",0.303533556,0.302559204,0.031694864,0.240712425,0.290478491,0.608824883,0.071224571,0.379551805,0.09978429,0.230303107,0.689273414,1,0.116257002,0.304456565,
Cbp/p300-interacting transactivator 1 OS=Homo sapiens GN=CITED1 PE=1 SV=2,0.882482471,0.572292795,0.025254737,0.234394351,0.799818506,0.727802748,0.117244375,0.435178604,0.089261459,0.230303107,0.647358352,1,0.230540513,0.402066429,
Charged multivesicular body protein 4a OS=Bos taurus GN=CHMP4A PE=2 SV=1,0.721148073,0.507946144,0.230376956,0.383991742,0.278695532,0.608824883,0.348205974,0.594581193,0.697909735,0.433796204,0.669858654,1,0.53949285,0.534698926,
Zinc finger and SCAN domain-containing protein 5A OS=Homo sapiens GN=ZSCAN5A PE=1 SV=1,0.307178249,0.304580155,0.430726146,0.45525511,0.183955515,0.608824883,0.198455307,0.511697088,0.128826751,0.23758134,0.139591181,1,0.986116369,0.695723174,
V-type proton ATPase subunit F OS=Homo sapiens GN=ATP6V1F PE=1 SV=2,0.190141501,0.23464593,0.926534752,0.597623879,0.332453638,0.608824883,0.057836471,0.356285129,0.338363779,0.324428968,0.116577664,1,0.453722234,0.489328836,
Beta/gamma crystallin domain-containing protein 1 OS=Homo sapiens GN=CRYBG1 PE=1 SV=3,0.963142887,0.596112352,0.22579567,0.383305771,0.982496706,0.776795211,0.827866531,0.786728551,0.296915607,0.311049705,0.307401675,1,0.829993854,0.650276049,
Acyl-coenzyme A thioesterase 1 OS=Homo sapiens GN=ACOT1 PE=1 SV=1,0.243490964,0.267874035,0.1672595,0.353402243,0.190195795,0.608824883,0.380926557,0.605782698,0.739759755,0.450626104,0.587289121,1,0.785929575,0.634761432,
